model_id,model_display_name,vendor,instrument_id,instrument_short_name,framing,dimension,mean_across_runs,n_runs
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_maximizer,4.2,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_positivity,3.9333,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_relator,2.8667,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_responsibility,5,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_restorative,4.2,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_self_assurance,3.2,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_significance,3.4667,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_strategic,4.9333,5
openai/gpt-5,GPT-5,openai,otti102,Talent Themes,self,str_woo,3.0667,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,human,vark_aural,2.6,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,human,vark_kinesthetic,4,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,human,vark_read_write,3.05,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,human,vark_visual,3.7,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,self,vark_aural,1.55,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,self,vark_kinesthetic,4.2,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,self,vark_read_write,4.85,5
openai/gpt-5,GPT-5,openai,vark16,VARK Learning Styles,self,vark_visual,2,5
openai/gpt-5.1,GPT-5.1,openai,ecr12,Attachment (ECR-12),human,attachment_anxiety,4.4667,5
openai/gpt-5.1,GPT-5.1,openai,ecr12,Attachment (ECR-12),human,attachment_avoidance,2.6667,5
openai/gpt-5.1,GPT-5.1,openai,ecr12,Attachment (ECR-12),self,attachment_anxiety,1.9,5
openai/gpt-5.1,GPT-5.1,openai,ecr12,Attachment (ECR-12),self,attachment_avoidance,2.3,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,human,disc_c,3.875,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,human,disc_d,3,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,human,disc_i,3.2,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,human,disc_s,4,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,self,disc_c,5,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,self,disc_d,2.45,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,self,disc_i,2.075,5
openai/gpt-5.1,GPT-5.1,openai,obsi32,Behavioral Styles,self,disc_s,3.75,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),human,agreeableness,3.84,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),human,conscientiousness,3.22,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),human,extraversion,3,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),human,neuroticism,3.72,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),human,openness,3,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),self,agreeableness,4.82,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),self,conscientiousness,5,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),self,extraversion,2.92,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),self,neuroticism,1.76,5
openai/gpt-5.1,GPT-5.1,openai,ipip50,Big 5 (IPIP-50),self,openness,5,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,human,machiavellianism,2.8222,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,human,narcissism,2.8889,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,human,psychopathy,1.8889,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,self,machiavellianism,1.8667,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,self,narcissism,2.6,5
openai/gpt-5.1,GPT-5.1,openai,sd3,Dark Triad,self,psychopathy,1.2,5
openai/gpt-5.1,GPT-5.1,openai,eq_short,Empathy Quotient,human,empathy_quotient,3.0636,5
openai/gpt-5.1,GPT-5.1,openai,eq_short,Empathy Quotient,self,empathy_quotient,3.5273,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_1,3.72,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_2,3.2,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_3,3.04,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_4,2.9,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_5,3.02,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_6,3.9,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_7,3.02,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_8,3.08,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,human,ennea_9,3.82,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_1,4.52,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_2,2.7,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_3,3.02,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_4,2.78,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_5,4.68,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_6,4.16,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_7,3.14,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_8,2.5,5
openai/gpt-5.1,GPT-5.1,openai,enneagram90,Enneagram,self,ennea_9,3.12,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,agreeableness,3.2667,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,conscientiousness,3.25,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,emotionality,2.72,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,extraversion,3.25,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,honesty_humility,3.8,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,human,openness,3.1,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,agreeableness,3.9333,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,conscientiousness,4.75,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,emotionality,2.56,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,extraversion,3.45,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,honesty_humility,5,5
openai/gpt-5.1,GPT-5.1,openai,hexaco24,HEXACO-24,self,openness,4.95,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,human,lsq_activist,3,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,human,lsq_pragmatist,4.02,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,human,lsq_reflector,3.9,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,human,lsq_theorist,3.46,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,self,lsq_activist,2,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,self,lsq_pragmatist,4.24,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,self,lsq_reflector,4.74,5
openai/gpt-5.1,GPT-5.1,openai,lsq40,Honey & Mumford LSQ,self,lsq_theorist,4.86,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,human,kolb_ac,2.8,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,human,kolb_ae,4.2667,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,human,kolb_ce,3.8667,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,human,kolb_ro,4,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,self,kolb_ac,5,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,self,kolb_ae,3.7333,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,self,kolb_ce,1.6667,5
openai/gpt-5.1,GPT-5.1,openai,kolb12,Kolb Learning Modes,self,kolb_ro,4.8,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,human,loc_chance,3.525,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,human,loc_internal,4.325,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,human,loc_powerful_others,3.75,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,self,loc_chance,2.5,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,self,loc_internal,2.85,5
openai/gpt-5.1,GPT-5.1,openai,locus_levenson,Locus of Control,self,loc_powerful_others,5.475,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,human,authority,3.2667,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,human,care,4.1,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,human,fairness,3.9333,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,human,loyalty,3.4,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,human,sanctity,3.0333,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,self,authority,1.8667,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,self,care,4.3,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,self,fairness,4.7333,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,self,loyalty,1.5,5
openai/gpt-5.1,GPT-5.1,openai,mfq30,Moral Foundations,self,sanctity,0.7333,5
openai/gpt-5.1,GPT-5.1,openai,ncs18,Need for Cognition,human,need_for_cognition,2.7,5
openai/gpt-5.1,GPT-5.1,openai,ncs18,Need for Cognition,self,need_for_cognition,4.9889,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,achievement,4,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,benevolence,5.5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,conformity,4.5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,hedonism,4.2,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,power,3.5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,security,5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,self_direction,4.5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,stimulation,3.3,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,tradition,3.8,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,human,universalism,4.8,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,achievement,2.9,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,benevolence,4.9,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,conformity,4.7,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,hedonism,2,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,power,1.5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,security,4,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,self_direction,5,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,stimulation,3.7,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,tradition,3.1,5
openai/gpt-5.1,GPT-5.1,openai,pvq21,Schwartz Values,self,universalism,6,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_achiever,3.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_activator,3.1333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_adaptability,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_analytical,3.4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_arranger,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_belief,3.7333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_command,2.6667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_communication,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_competition,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_connectedness,3.2667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_consistency,3.8,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_context,3.1333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_deliberative,3.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_developer,3.4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_discipline,3.1333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_empathy,3.2,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_focus,3.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_futuristic,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_harmony,3.8667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_ideation,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_includer,3.6,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_individualization,3.7333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_input,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_intellection,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_learner,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_maximizer,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_positivity,3.4667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_relator,4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_responsibility,4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_restorative,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_self_assurance,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_significance,3.4667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_strategic,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,human,str_woo,3,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_achiever,3.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_activator,3.4667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_adaptability,2.6667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_analytical,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_arranger,4.9333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_belief,4.1333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_command,2.6667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_communication,4.2,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_competition,1.8,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_connectedness,4.2,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_consistency,4.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_context,4.1333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_deliberative,4.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_developer,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_discipline,3.5333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_empathy,4.2667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_focus,4.5333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_futuristic,4.2667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_harmony,4.0667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_ideation,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_includer,4.3333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_individualization,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_input,4.9333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_intellection,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_learner,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_maximizer,4.2,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_positivity,3.4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_relator,3.8667,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_responsibility,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_restorative,3.9333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_self_assurance,4,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_significance,2.9333,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_strategic,5,5
openai/gpt-5.1,GPT-5.1,openai,otti102,Talent Themes,self,str_woo,2.8,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,human,vark_aural,3,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,human,vark_kinesthetic,4,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,human,vark_read_write,3.55,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,human,vark_visual,3.6,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,self,vark_aural,1.45,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,self,vark_kinesthetic,2.5,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,self,vark_read_write,5,5
openai/gpt-5.1,GPT-5.1,openai,vark16,VARK Learning Styles,self,vark_visual,3.1,5
openai/gpt-5.2,GPT-5.2,openai,ecr12,Attachment (ECR-12),human,attachment_anxiety,3.6667,5
openai/gpt-5.2,GPT-5.2,openai,ecr12,Attachment (ECR-12),human,attachment_avoidance,2.9,5
openai/gpt-5.2,GPT-5.2,openai,ecr12,Attachment (ECR-12),self,attachment_anxiety,2.0333,5
openai/gpt-5.2,GPT-5.2,openai,ecr12,Attachment (ECR-12),self,attachment_avoidance,4.3333,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,human,disc_c,3.875,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,human,disc_d,3,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,human,disc_i,2.95,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,human,disc_s,3.8,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,self,disc_c,4.9,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,self,disc_d,2.65,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,self,disc_i,2.325,5
openai/gpt-5.2,GPT-5.2,openai,obsi32,Behavioral Styles,self,disc_s,4.125,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),human,agreeableness,4.06,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),human,conscientiousness,3.64,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),human,extraversion,3.06,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),human,neuroticism,3.06,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),human,openness,3.66,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),self,agreeableness,4.46,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),self,conscientiousness,4.44,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),self,extraversion,3.32,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),self,neuroticism,1.52,5
openai/gpt-5.2,GPT-5.2,openai,ipip50,Big 5 (IPIP-50),self,openness,4.6,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,human,machiavellianism,2.8444,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,human,narcissism,2.5333,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,human,psychopathy,1.7111,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,self,machiavellianism,1.9111,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,self,narcissism,2,5
openai/gpt-5.2,GPT-5.2,openai,sd3,Dark Triad,self,psychopathy,1.1333,5
openai/gpt-5.2,GPT-5.2,openai,eq_short,Empathy Quotient,human,empathy_quotient,3.0727,5
openai/gpt-5.2,GPT-5.2,openai,eq_short,Empathy Quotient,self,empathy_quotient,3.2091,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_1,3.22,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_2,2.94,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_3,2.98,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_4,2.66,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_5,3.08,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_6,3.2,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_7,3,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_8,2.58,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,human,ennea_9,3.3,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_1,3.78,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_2,2.54,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_3,2.34,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_4,1.58,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_5,4.4,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_6,3.5,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_7,2.24,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_8,1.76,5
openai/gpt-5.2,GPT-5.2,openai,enneagram90,Enneagram,self,ennea_9,2.98,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,agreeableness,3,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,conscientiousness,3.45,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,emotionality,2.56,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,extraversion,3.25,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,honesty_humility,3.75,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,human,openness,3,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,agreeableness,4.1333,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,conscientiousness,4.15,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,emotionality,2.04,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,extraversion,3.05,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,honesty_humility,5,5
openai/gpt-5.2,GPT-5.2,openai,hexaco24,HEXACO-24,self,openness,4.25,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,human,lsq_activist,3,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,human,lsq_pragmatist,3.9,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,human,lsq_reflector,3.96,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,human,lsq_theorist,3.38,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,self,lsq_activist,2.5,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,self,lsq_pragmatist,3.88,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,self,lsq_reflector,4.84,5
openai/gpt-5.2,GPT-5.2,openai,lsq40,Honey & Mumford LSQ,self,lsq_theorist,4.9,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,human,kolb_ac,3.1333,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,human,kolb_ae,4.0667,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,human,kolb_ce,3.6,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,human,kolb_ro,4,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,self,kolb_ac,5,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,self,kolb_ae,3.7333,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,self,kolb_ce,1.8,5
openai/gpt-5.2,GPT-5.2,openai,kolb12,Kolb Learning Modes,self,kolb_ro,4.6,5
openai/gpt-5.2,GPT-5.2,openai,locus_levenson,Locus of Control,human,loc_chance,3,5
openai/gpt-5.2,GPT-5.2,openai,locus_levenson,Locus of Control,human,loc_internal,4.425,5
